indices,window,features,clusters,clusters_real,pca,find_optimal,entropy,median,silhouette_cluster,silhouette_return,top_1_percent
8,64,20,10,10,with,False,0.7379071912888508,10.0,0.0534103401005268,-0.1415756360709846,0.2078985751150005
8,64,20,10,10,without,False,0.7465380447112552,10.0,0.0350047200918197,-0.1422908305520538,0.1997082912599573
8,64,20,3,3,with,False,0.7330308560818553,20.0,0.0738933309912681,-0.0367610697257818,0.552002692696062
8,64,20,3,3,without,False,0.6828186074104232,30.0,0.0604073107242584,-0.0492596270427413,0.5419050824638169
8,64,20,4,4,with,False,0.7683927189074607,20.0,0.0668565854430198,-0.0861282232107016,0.3444407045888029
8,64,20,4,4,without,False,0.7108939801782009,20.0,0.0561544485390186,-0.0645820329250601,0.4790755076854033
8,64,20,5,5,with,False,0.8092092064601418,20.0,0.0580590441823005,-0.1006204046817901,0.3702457085156513
8,64,20,5,5,without,False,0.7363777639478961,20.0,0.0569204725325107,-0.0917426745973558,0.3320991809716145
8,64,20,6,6,with,False,0.7457202668975177,10.0,0.0704043507575988,-0.104698516038299,0.4095141927521598
8,64,20,6,6,without,False,0.7510121074805952,10.0,0.0389682501554489,-0.1145844065140827,0.263996409738584
8,64,20,7,7,with,False,0.8020612516095058,10.0,0.0556810088455677,-0.1303369293852632,0.3040502636598227
8,64,20,7,7,without,False,0.7565054307056288,20.0,0.046792235225439,-0.1281477211078243,0.2950746101200494
8,64,20,8,8,with,False,0.7825804971253799,10.0,0.0577101446688175,-0.1323476599009123,0.2853135868955458
8,64,20,8,8,without,False,0.7531450613639199,20.0,0.0386845506727695,-0.141461433297945,0.2681476495007293
8,64,20,9,9,with,False,0.7630032200817006,10.0,0.0568295121192932,-0.1418107682725841,0.2019522046449007
8,64,20,9,9,without,False,0.7089594253018618,10.0,0.0442843288183212,-0.1405145753775786,0.2120498148771457
8,64,20,4,4,with,True,0.7683927189074607,20.0,0.0668565854430198,-0.0861282232107016,0.3444407045888029
8,64,20,3,3,without,True,0.6828186074104232,30.0,0.0604073107242584,-0.0492596270427413,0.5419050824638169
8,128,20,10,10,with,False,0.7020249751730923,30.0,0.0597693845629692,-0.1615520804590784,0.1988026657630182
8,128,20,10,10,without,False,0.6236650560613659,30.0,0.069673977792263,-0.1692295556295425,0.2815994578109115
8,128,20,3,3,with,False,0.5552118824891635,50.0,0.1149390786886215,-0.0339229154676277,0.561730486840619
8,128,20,3,3,without,False,0.4890996689906256,50.0,0.1086507588624954,-0.0239320837034754,0.5628600474415453
8,128,20,4,4,with,False,0.7125899255963759,40.0,0.0948738232254982,-0.049837255954536,0.4860499265785609
8,128,20,4,4,without,False,0.599597657036687,50.0,0.0796076655387878,-0.0481043978680369,0.4600700327572574
8,128,20,5,5,with,False,0.6072009781921611,30.0,0.0712863132357597,-0.0691470206151942,0.3832599118942731
8,128,20,5,5,without,False,0.7754728902778122,40.0,0.0754017084836959,-0.0695280169446646,0.392296396701683
8,128,20,6,6,with,False,0.737641950105564,30.0,0.0693143531680107,-0.0899616349674185,0.3425957302609285
8,128,20,6,6,without,False,0.614857947675979,30.0,0.0506728366017341,-0.0970788898002686,0.2756127866260024
8,128,20,7,7,with,False,0.7551074798157398,30.0,0.0440509431064128,-0.1024858829262234,0.2304303625889529
8,128,20,7,7,without,False,0.7143056871179119,30.0,0.0492221899330616,-0.0921821095072846,0.2680447305997966
8,128,20,8,8,with,False,0.7416855845228565,30.0,0.0630542114377021,-0.1279351081160924,0.27335366542415
8,128,20,8,8,without,False,0.6769889787750345,30.0,0.0631300136446952,-0.1230987043380939,0.2902970744380436
8,128,20,9,9,with,False,0.7056021202871379,30.0,0.0603287629783153,-0.1416266064294714,0.2564102564102564
8,128,20,9,9,without,False,0.6529418386119115,30.0,0.0628160387277603,-0.1402597217410828,0.27335366542415
8,128,20,4,4,with,True,0.7125899255963759,40.0,0.0948738232254982,-0.049837255954536,0.4860499265785609
8,128,20,4,4,without,True,0.599597657036687,50.0,0.0796076655387878,-0.0481043978680369,0.4600700327572574
3,64,20,10,10,with,False,0.6832256495283805,10.0,0.0894732549786567,-0.1826386686309276,0.302928306967351
3,64,20,10,10,without,False,0.6736004390000707,20.0,0.0652342960238456,-0.1357614507854336,0.2838550431953326
3,64,20,3,3,with,False,0.7253283836191973,20.0,0.1389472484588623,-0.0450119144562567,0.6005834174800853
3,64,20,3,3,without,False,0.8103745284442833,20.0,0.1094415262341499,-0.0343298415365684,0.5848760237854819
3,64,20,4,4,with,False,0.747897766289707,20.0,0.124441273510456,-0.0927364704498312,0.5287781891618983
3,64,20,4,4,without,False,0.8302457167589922,20.0,0.1129151731729507,-0.074246888920508,0.5366318860092001
3,64,20,5,5,with,False,0.6999778761312636,20.0,0.1041983664035797,-0.1051085490231979,0.4861438348479748
3,64,20,5,5,without,False,0.743669743410478,20.0,0.1159743517637252,-0.0995202351477676,0.4996073151576349
3,64,20,6,6,with,False,0.680175669828446,20.0,0.0796438604593277,-0.1369855910849344,0.3769774486704813
3,64,20,6,6,without,False,0.6915206691381051,20.0,0.0828370377421379,-0.1310017045605463,0.4173678895994615
3,64,20,7,7,with,False,0.7079483124426509,10.0,0.0703785493969917,-0.1469763476662624,0.3377089644339728
3,64,20,7,7,without,False,0.7213038161597234,20.0,0.0771497711539268,-0.1343831304248339,0.371367665208123
3,64,20,8,8,with,False,0.6693669876479047,10.0,0.0898245349526405,-0.1591468623322172,0.3534163581285762
3,64,20,8,8,without,False,0.683355243501847,20.0,0.0738965272903442,-0.1253792084711618,0.3511724447436329
3,64,20,9,9,with,False,0.6916851539577868,10.0,0.0845424085855484,-0.1750518345632506,0.299562436889936
3,64,20,9,9,without,False,0.6726216667555187,10.0,0.0760594978928566,-0.1333894149123574,0.3365870077415012
3,64,20,3,3,with,True,0.7253283836191973,20.0,0.1389472484588623,-0.0371701792065829,0.6005834174800853
3,64,20,4,4,without,True,0.8302457167589922,20.0,0.1129151731729507,-0.074246888920508,0.5366318860092001
5,64,20,10,10,with,False,0.637253508538463,10.0,0.0799448862671852,-0.1722926950778937,0.3478065746662179
5,64,20,10,10,without,False,0.6911261202279328,10.0,0.0526298694312572,-0.1418391293477876,0.3163917872770111
5,64,20,3,3,with,False,0.7829325913809647,20.0,0.0785247907042503,-0.0244126739361725,0.5377538427016717
5,64,20,3,3,without,False,0.7471136206621849,20.0,0.0828142613172531,-0.0302634768446374,0.5385392123864019
5,64,20,4,4,with,False,0.6738236875204301,20.0,0.0767273306846618,-0.0367653875785268,0.5175586222371816
5,64,20,4,4,without,False,0.7554944152522606,20.0,0.0735164359211921,-0.0916514479618807,0.486929204532705
5,64,20,5,5,with,False,0.6830136026932196,20.0,0.0787408575415611,-0.090741168479326,0.4487826769886682
5,64,20,5,5,without,False,0.6680726593947819,20.0,0.0825384482741355,-0.0927841463956248,0.47683159430046
5,64,20,6,6,with,False,0.7436095147148293,20.0,0.0687624439597129,-0.1167923724635707,0.3971726691349714
5,64,20,6,6,without,False,0.6661616490985768,20.0,0.07687658816576,-0.1450237407489625,0.4600022439133849
5,64,20,7,7,with,False,0.7234973674202749,20.0,0.0782491415739059,-0.1275260825314615,0.4053629529900145
5,64,20,7,7,without,False,0.6672375163015821,20.0,0.0602515712380409,-0.1624746411385324,0.394928755750028
5,64,20,8,8,with,False,0.658685045424384,10.0,0.0529554560780525,-0.1232339572054321,0.3253674408167845
5,64,20,8,8,without,False,0.7037928569148313,10.0,0.0620028376579284,-0.1396019295298958,0.3511724447436329
5,64,20,9,9,with,False,0.6884972964379371,10.0,0.0457181483507156,-0.1414150934880618,0.3006843935824077
5,64,20,9,9,without,False,0.7141899874267208,10.0,0.0483265370130538,-0.1455286845268377,0.299562436889936
5,64,20,3,3,with,True,0.7829325913809647,20.0,0.0785247907042503,-0.0244126739361725,0.5377538427016717
5,64,20,4,4,without,True,0.7554944152522606,20.0,0.0735164359211921,-0.0916514479618807,0.486929204532705
3,128,20,10,10,with,False,0.5851634924423154,30.0,0.0936200991272926,-0.176991612081884,0.3185360894611996
3,128,20,10,10,without,False,0.5888126878559535,20.0,0.0692106857895851,-0.1998180476635881,0.325313453066757
3,128,20,3,3,with,False,0.58438372843198,40.0,0.1677820533514022,-0.0174666902495137,0.6382017395233254
3,128,20,3,3,without,False,0.5693228216043938,40.0,0.160029336810112,-0.0222326941435281,0.6393313001242517
3,128,20,4,4,with,False,0.7386185437271854,30.0,0.1021674275398254,-0.047404795571341,0.4744154523890206
3,128,20,4,4,without,False,0.4811941191338859,30.0,0.1596667170524597,-0.037277053281443,0.5772054670733084
3,128,20,5,5,with,False,0.7159033043988234,30.0,0.065163105726242,-0.0820196990445331,0.3546820286908392
3,128,20,5,5,without,False,0.5449986351555289,30.0,0.0953204482793808,-0.0637319210211015,0.4958771038066192
3,128,20,6,6,with,False,0.7610459018440371,30.0,0.0684801712632179,-0.1345209717188989,0.349034225686208
3,128,20,6,6,without,False,0.5248677503840136,30.0,0.1043562516570091,-0.0945686591003772,0.4453857449452163
3,128,20,7,7,with,False,0.6629060936704636,30.0,0.0698908865451812,-0.146475482283318,0.3140178470574946
3,128,20,7,7,without,False,0.6156058236736386,30.0,0.0944326594471931,-0.152120556841422,0.4089009375352987
3,128,20,8,8,with,False,0.5967748877648498,30.0,0.1039845794439315,-0.1734720907900169,0.3806619225121427
3,128,20,8,8,without,False,0.5880663673052231,30.0,0.1067050397396087,-0.1817525341841048,0.4168078617417824
3,128,20,9,9,with,False,0.5948066518888273,20.0,0.0884318202733993,-0.1918821083102105,0.3196656500621258
3,128,20,9,9,without,False,0.609860133680868,30.0,0.0775646641850471,-0.2048970708046444,0.3377386196769457
3,128,20,3,3,with,True,0.58438372843198,40.0,0.1677820533514022,-0.0174666902495137,0.6382017395233254
3,128,20,4,4,without,True,0.4811941191338859,30.0,0.1596667170524597,-0.037277053281443,0.5772054670733084
5,128,20,10,10,with,False,0.617326848762488,50.0,0.0516962260007858,-0.1869028056810298,0.2767423472269287
5,128,20,10,10,without,False,0.6432098892144336,30.0,0.0347817316651344,-0.160957705999207,0.2225234383824692
5,128,20,3,3,with,False,0.7779710974047472,40.0,0.0670358166098594,-0.0255972276357511,0.490229300801988
5,128,20,3,3,without,False,0.8691220137059771,50.0,0.1761112809181213,-0.0078689455534743,0.7142211679656614
5,128,20,4,4,with,False,0.6744503690294404,30.0,0.0642198398709297,-0.0529245974794632,0.3866485936970518
5,128,20,4,4,without,False,0.6923654461302476,40.0,0.1629485189914703,-0.0513036972999931,0.6012651078730374
5,128,20,5,5,with,False,0.6673015123774705,40.0,0.0861309394240379,-0.0669832766524173,0.5131593810007907
5,128,20,5,5,without,False,0.6310213644612064,40.0,0.1281828135251999,-0.0735622391883482,0.5278436688128318
5,128,20,6,6,with,False,0.5578547063224258,30.0,0.1160685941576957,-0.1177521546695984,0.4879701796001355
5,128,20,6,6,without,False,0.6330154516329226,30.0,0.1150805279612541,-0.1111404728648996,0.5018637749915283
5,128,20,7,7,with,False,0.6012769059360411,30.0,0.0899157226085662,-0.1416228617354097,0.4284423359313227
5,128,20,7,7,without,False,0.6106133312822538,30.0,0.1055693924427032,-0.1403527725892183,0.4721563311871682
5,128,20,8,8,with,False,0.6455443278598723,30.0,0.0535221248865127,-0.149834051713275,0.3290410030498136
5,128,20,8,8,without,False,0.610901674743002,30.0,0.0682681575417518,-0.1588889200532899,0.3603298316954704
5,128,20,9,9,with,False,0.6690796402793024,30.0,0.0495248138904571,-0.1624618334925378,0.277871907827855
5,128,20,9,9,without,False,0.6544396185131952,30.0,0.0288910567760467,-0.151603126446344,0.2225234383824692
5,128,20,3,3,with,True,0.7779710974047472,40.0,0.0670358166098594,-0.0255972276357511,0.490229300801988
5,128,20,4,4,without,True,0.6923654461302476,40.0,0.1629485189914703,-0.0513036972999931,0.6012651078730374
5,128,10,10,10,with,False,0.6628403703463086,30.0,0.0898429304361343,-0.1887392483895029,0.2462442110019202
5,128,10,10,10,without,False,0.6479417204422889,20.0,0.0771315693855285,-0.1824788520388282,0.2206031853608946
5,128,10,3,3,with,False,0.6870499989491896,40.0,0.1041926816105842,-0.0410599705798688,0.5195978764260702
5,128,10,3,3,without,False,0.6471868285721579,40.0,0.121895708143711,-0.0507216283856395,0.5515644414322829
5,128,10,4,4,with,False,0.8157565301398616,40.0,0.1135936006903648,-0.081297200967836,0.4608607251779058
5,128,10,4,4,without,False,0.7965437977966586,30.0,0.0846749022603035,-0.0797438330004019,0.4002033209081667
5,128,10,5,5,with,False,0.8442910715018855,30.0,0.0879339352250099,-0.0971785512614957,0.3569411498926917
5,128,10,5,5,without,False,0.7748787759637954,30.0,0.0695978999137878,-0.1012676485917837,0.3414661696600022
5,128,10,6,6,with,False,0.7978965331459548,30.0,0.0858504846692085,-0.1314991466596606,0.3275725742686095
5,128,10,6,6,without,False,0.738145121481167,30.0,0.0767742693424224,-0.1196691394392285,0.2951541850220264
5,128,10,7,7,with,False,0.8186449835025716,30.0,0.0661307945847511,-0.1343555448023396,0.2530215746074777
5,128,10,7,7,without,False,0.6321340692009102,30.0,0.0849504172801971,-0.1227849021213136,0.3196656500621258
5,128,10,8,8,with,False,0.6986113989957338,30.0,0.0963463634252548,-0.1759728449651418,0.3128882864565684
5,128,10,8,8,without,False,0.6629756983297449,30.0,0.0950546413660049,-0.1701902781477049,0.3196656500621258
5,128,10,9,9,with,False,0.7452011344503853,30.0,0.0797878354787826,-0.1767538601233312,0.2259121201852479
5,128,10,9,9,without,False,0.6714486977465458,30.0,0.0728128030896186,-0.1771302199170246,0.2160849429571896
5,128,10,4,4,with,True,0.8157565301398616,40.0,0.1135936006903648,-0.081297200967836,0.4608607251779058
5,128,10,3,3,without,True,0.6471868285721579,40.0,0.121895708143711,-0.0507216283856395,0.5515644414322829
5,128,30,10,10,with,False,0.5658283981039439,30.0,0.0765768960118293,-0.2073815731308801,0.3730938664859369
5,128,30,10,10,without,False,0.6159199441667415,30.0,0.0456634350121021,-0.1710437831473987,0.2236529989833954
5,128,30,3,3,with,False,0.5856443353928004,50.0,0.1442180871963501,-0.009014792566067,0.613690274483226
5,128,30,3,3,without,False,0.4599714171519718,40.0,0.1334671080112457,-0.0319570958705575,0.6204676380887835
5,128,30,4,4,with,False,0.7000638177558961,40.0,0.1452488154172897,-0.080267618262065,0.5798034564554388
5,128,30,4,4,without,False,0.4538438839749774,30.0,0.1053052842617034,-0.0579693889049507,0.5267141082119056
5,128,30,5,5,with,False,0.7200536564957701,40.0,0.078293576836586,-0.1181156556222748,0.4544222297526262
5,128,30,5,5,without,False,0.49141414207320555,30.0,0.062518373131752,-0.1013220581086573,0.4374788207387326
5,128,30,6,6,with,False,0.527892908767386,30.0,0.1141861751675605,-0.1330364609063127,0.4950864113859708
5,128,30,6,6,without,False,0.5809987168747297,30.0,0.0661275312304496,-0.1203560706531627,0.4114989269174291
5,128,30,7,7,with,False,0.5604752189509429,30.0,0.1216773316264152,-0.1420808437603724,0.4713656387665198
5,128,30,7,7,without,False,0.5914656863039736,30.0,0.0516641959547996,-0.1318974592240559,0.3561504574720434
5,128,30,8,8,with,False,0.6010365323893793,30.0,0.0864822268486023,-0.163216597069957,0.4024624421100192
5,128,30,8,8,without,False,0.5925430954874908,30.0,0.0708125010132789,-0.1597716347237754,0.3787416694905681
5,128,30,9,9,with,False,0.526936751698558,30.0,0.0742518082261085,-0.1826873578551141,0.368575624082232
5,128,30,9,9,without,False,0.6183686489877966,30.0,0.0529068261384964,-0.1587333345884294,0.2635264881960917
5,128,30,6,6,with,True,0.527892908767386,30.0,0.1141861751675605,-0.1330364609063127,0.4950864113859708
5,128,30,4,4,without,True,0.4538438839749774,30.0,0.1053052842617034,-0.0579693889049507,0.5267141082119056
5,128,40,10,10,with,False,0.6152611171224788,20.0,0.0411119237542152,-0.2096073951211607,0.3200045182424037
5,128,40,10,10,without,False,0.6097213718454023,25.0,0.0239580441266298,-0.1925963226620998,0.2812605896306336
5,128,40,3,3,with,False,0.7123168459926329,40.0,0.1763378232717514,-0.0417809228887707,0.6577431379193494
5,128,40,3,3,without,False,0.7365131084596241,40.0,0.1567982584238052,-0.0427643924250816,0.6419292895063821
5,128,40,4,4,with,False,0.44645357090699994,40.0,0.1656512171030044,-0.0686343153223157,0.5956173048684061
5,128,40,4,4,without,False,0.5364845544778727,40.0,0.1620463728904724,-0.0600144963658393,0.5798034564554388
5,128,40,5,5,with,False,0.554738979224238,40.0,0.1689649671316146,-0.0965977776514825,0.5470461990285779
5,128,40,5,5,without,False,0.6737466051773314,40.0,0.1347802430391311,-0.1222891244581067,0.5413983960239467
5,128,40,6,6,with,False,0.6590105576726861,30.0,0.1575978994369506,-0.1300994386566096,0.5075115779961595
5,128,40,6,6,without,False,0.6487576735666326,30.0,0.0972819179296493,-0.1170286641392769,0.4698972099853157
5,128,40,7,7,with,False,0.6393853048566386,30.0,0.0793463289737701,-0.1257114285337571,0.4201965435445611
5,128,40,7,7,without,False,0.6329273511485998,30.0,0.0868983119726181,-0.1519492621867533,0.4450468767649384
5,128,40,8,8,with,False,0.6298151394910844,30.0,0.0408321693539619,-0.1834147610010403,0.3177453970405512
5,128,40,8,8,without,False,0.5938991755499555,30.0,0.0586215406656265,-0.134022507990699,0.3896984073195527
5,128,40,9,9,with,False,0.6462170956784035,30.0,0.0374812223017215,-0.2009828976070574,0.2906359426183215
5,128,40,9,9,without,False,0.64331780453752,30.0,0.0318956635892391,-0.1883015274787706,0.3185360894611996
5,128,40,4,4,with,True,0.44645357090699994,40.0,0.1656512171030044,-0.0686343153223157,0.5956173048684061
5,128,40,4,4,without,True,0.5364845544778727,40.0,0.1620463728904724,-0.0600144963658393,0.5798034564554388
5,128,50,10,10,with,False,0.6234607031264046,30.0,0.0642531886696815,-0.1883209766706394,0.3569411498926917
5,128,50,10,10,without,False,0.5555486668590709,30.0,0.0525214411318302,-0.2154416751555313,0.3287021348695357
5,128,50,3,3,with,False,0.7631637848497461,40.0,0.168872132897377,-0.0472951370858852,0.6178696487066531
5,128,50,3,3,without,False,0.7909210807559679,40.0,0.1744239628314972,-0.0355520242092638,0.6449791031288828
5,128,50,4,4,with,False,0.8534214200420839,30.0,0.1597580760717392,-0.0859529593422484,0.5862419518807184
5,128,50,4,4,without,False,0.49391022965713083,40.0,0.1734605282545089,-0.0562051123754562,0.6065740426973907
5,128,50,5,5,with,False,0.5806613505355551,30.0,0.1569807678461074,-0.0953190957765287,0.5580029368575624
5,128,50,5,5,without,False,0.5217279539681051,30.0,0.1428426504135131,-0.0804006748249386,0.5195978764260702
5,128,50,6,6,with,False,0.5771241086599554,30.0,0.0620656423270702,-0.1195907792286887,0.40551225573252
5,128,50,6,6,without,False,0.6575886009197315,30.0,0.0405866988003253,-0.1233141116960801,0.4213261041454874
5,128,50,7,7,with,False,0.5287137728400033,30.0,0.1139503419399261,-0.1480712515139025,0.4439173161640122
5,128,50,7,7,without,False,0.5731636341797742,30.0,0.0484049655497074,-0.12429947743235,0.4043826951315938
5,128,50,8,8,with,False,0.6129752968212765,30.0,0.0426087155938148,-0.1814970694700837,0.3072404834519372
5,128,50,8,8,without,False,0.47162923211038826,30.0,0.1396801918745041,-0.1596149682802484,0.4778041341917994
5,128,50,9,9,with,False,0.6113513096455463,30.0,0.128476470708847,-0.1819394215656131,0.4574720433751271
5,128,50,9,9,without,False,0.6007592322755114,30.0,0.0831737965345382,-0.1710004536528528,0.3964757709251101
5,128,50,3,3,with,True,0.7631637848497461,40.0,0.168872132897377,-0.0472951370858852,0.6178696487066531
5,128,50,4,4,without,True,0.49391022965713083,40.0,0.1734605282545089,-0.0562051123754562,0.6065740426973907
